id	biotype	alternativeGenes	subcellular_location	subcellular_location_label
ENSG00000198356	protein_coding		Endoplasmic reticulum	Cellular component
ENSG00000198356	protein_coding		Nucleus	Cellular component
ENSG00000198356	protein_coding		Nucleoli	Nucleolus
ENSG00000198356	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000198951	protein_coding		Lysosome	Cellular component
ENSG00000205940	transcribed_processed_pseudogene		Cytoplasm	Cellular component
ENSG00000214513	protein_coding		Nucleus	Cellular component
ENSG00000214513	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000214513	protein_coding		Cytosol	Cytosol
ENSG00000215218	protein_coding		Nucleus	Cellular component
ENSG00000215218	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000215218	protein_coding		Plasma membrane	Cell membrane
ENSG00000230657	protein_coding		Secreted	Cellular component
ENSG00000236104	protein_coding	['ENSG00000229253', 'ENSG00000206280', 'ENSG00000227780', 'ENSG00000237056']	Nucleus	Cellular component
ENSG00000236104	protein_coding	['ENSG00000229253', 'ENSG00000206280', 'ENSG00000227780', 'ENSG00000237056']	Nucleoplasm	Nucleoplasm
ENSG00000236424	protein_coding		Cytoplasm	Cellular component
ENSG00000236424	protein_coding		Nucleus	Cellular component
ENSG00000236424	protein_coding		Cytosol	Cytosol
ENSG00000240654	protein_coding		Secreted	Cellular component
ENSG00000243896	protein_coding	['ENSG00000284749']	Cell membrane	Cellular component
ENSG00000251493	protein_coding		Nucleus	Cellular component
ENSG00000266964	protein_coding		Cell membrane	Cellular component
ENSG00000266964	protein_coding		Membrane	Cellular component
ENSG00000266964	protein_coding		Cytosol	Cytosol
ENSG00000266964	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000266964	protein_coding		Nucleoli	Nucleolus
ENSG00000006118	protein_coding		Golgi apparatus membrane	Cellular component
ENSG00000006118	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000006118	protein_coding		Mitochondria	Mitochondrion
ENSG00000059758	protein_coding		Cytosol	Cytosol
ENSG00000059758	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000087301	protein_coding		Secreted	Cellular component
ENSG00000087301	protein_coding		Endoplasmic reticulum lumen	Cellular component
ENSG00000087301	protein_coding		Mitochondria	Mitochondrion
ENSG00000087301	protein_coding		Predicted to be secreted	
ENSG00000090686	protein_coding		Cytoplasm	Cellular component
ENSG00000090686	protein_coding		Nucleus	Cellular component
ENSG00000090686	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000090686	protein_coding		Cytosol	Cytosol
ENSG00000090686	protein_coding		Mitochondria	Mitochondrion
ENSG00000091879	protein_coding		Secreted	Cellular component
ENSG00000105514	protein_coding		Cell membrane	Cellular component
ENSG00000105514	protein_coding		Vesicles	Vesicle
ENSG00000106400	protein_coding		Nucleus	Cellular component
ENSG00000106400	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000107036	protein_coding		Cytoplasm	Cellular component
ENSG00000107036	protein_coding		Membrane	Cellular component
ENSG00000108641	protein_coding		Cytoplasm	Cellular component
ENSG00000109854	protein_coding		Cytoplasm	Cellular component
ENSG00000109854	protein_coding		Nucleus envelope	Cellular component
ENSG00000109854	protein_coding		Cytosol	Cytosol
ENSG00000109927	protein_coding		Cell membrane	Cellular component
ENSG00000109927	protein_coding		Secreted	Cellular component
ENSG00000110318	protein_coding		Midbody	Cellular component
ENSG00000110318	protein_coding		Cytoplasm	Cellular component
ENSG00000113205	protein_coding		Cell membrane	Cellular component
ENSG00000113205	protein_coding		Vesicles	Vesicle
ENSG00000114473	protein_coding		Cytoplasm	Cellular component
ENSG00000114473	protein_coding		Cell projection	Cellular component
ENSG00000114473	protein_coding		Actin filaments	Cytoskeleton
ENSG00000114473	protein_coding		Cytosol	Cytosol
ENSG00000115884	protein_coding		Membrane	Cellular component
ENSG00000115884	protein_coding		Secreted	Cellular component
ENSG00000115884	protein_coding		Focal adhesion sites	Focal adhesion
ENSG00000115884	protein_coding		Predicted to be secreted	
ENSG00000115970	protein_coding		Cytosol	Cytosol
ENSG00000117676	protein_coding	['ENSG00000281877']	Nucleus	Cellular component
ENSG00000117676	protein_coding	['ENSG00000281877']	Cytoplasm	Cellular component
ENSG00000117676	protein_coding	['ENSG00000281877']	Cytosol	Cytosol
ENSG00000117676	protein_coding	['ENSG00000281877']	Nucleoplasm	Nucleoplasm
ENSG00000120949	protein_coding		[Isoform 1]: Cell membrane	Cellular component
ENSG00000120949	protein_coding		[Isoform 2]: Cytoplasm	Cellular component
ENSG00000120949	protein_coding		Plasma membrane	Cell membrane
ENSG00000124092	protein_coding		Cytoplasm	Cellular component
ENSG00000124092	protein_coding		Nucleus	Cellular component
ENSG00000124092	protein_coding		Nuclear bodies	Nuclear body
ENSG00000124092	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000124092	protein_coding		Cytosol	Cytosol
ENSG00000125753	protein_coding		Cytoplasm	Cellular component
ENSG00000125753	protein_coding		Cell junction	Cellular component
ENSG00000125753	protein_coding		Cell projection	Cellular component
ENSG00000125753	protein_coding		Cell Junctions	Cell junction
ENSG00000125753	protein_coding		Focal adhesion sites	Focal adhesion
ENSG00000125753	protein_coding		Plasma membrane	Cell membrane
ENSG00000125841	protein_coding		Membrane	Cellular component
ENSG00000125841	protein_coding		Vesicles	Vesicle
ENSG00000125841	protein_coding		Cytosol	Cytosol
ENSG00000125841	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000125898	protein_coding		Cytoplasm	Cellular component
ENSG00000125898	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000125898	protein_coding		Vesicles	Vesicle
ENSG00000125898	protein_coding		Cytosol	Cytosol
ENSG00000127334	protein_coding		Cytoplasm	Cellular component
ENSG00000127334	protein_coding		Nucleus	Cellular component
ENSG00000127334	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000127334	protein_coding		Cytosol	Cytosol
ENSG00000134744	protein_coding		Nucleus	Cellular component
ENSG00000134744	protein_coding		Cytoplasm	Cellular component
ENSG00000134744	protein_coding		Cytosol	Cytosol
ENSG00000134744	protein_coding		Nucleoli	Nucleolus
ENSG00000138738	protein_coding		Nucleus	Cellular component
ENSG00000138738	protein_coding		Nuclear bodies	Nuclear body
ENSG00000138738	protein_coding		Nucleoli	Nucleolus
ENSG00000138738	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000140464	protein_coding		Nucleus	Cellular component
ENSG00000140464	protein_coding		Cytoplasm	Cellular component
ENSG00000140464	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000140464	protein_coding		Early endosome membrane	Cellular component
ENSG00000140464	protein_coding		Nuclear bodies	Nuclear body
ENSG00000140682	protein_coding		Cell junction	Cellular component
ENSG00000140682	protein_coding		Nucleus matrix	Cellular component
ENSG00000140682	protein_coding		Cytoplasm	Cellular component
ENSG00000140682	protein_coding		Focal adhesion sites	Focal adhesion
ENSG00000140682	protein_coding		Cytosol	Cytosol
ENSG00000140682	protein_coding		Vesicles	Vesicle
ENSG00000143373	protein_coding		Cytoplasm	Cellular component
ENSG00000143373	protein_coding		Nucleus	Cellular component
ENSG00000143373	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000144550	protein_coding		Cytosol	Cytosol
ENSG00000144550	protein_coding		Plasma membrane	Cell membrane
ENSG00000145390	protein_coding		Cell junction	Cellular component
ENSG00000145390	protein_coding		Plasma membrane	Cell membrane
ENSG00000145390	protein_coding		Cytosol	Cytosol
ENSG00000145494	protein_coding		Mitochondrion inner membrane	Cellular component
ENSG00000149809	protein_coding		Microsome membrane	Cellular component
ENSG00000149809	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000149809	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000149809	protein_coding		Vesicles	Vesicle
ENSG00000150787	protein_coding		Cytosol	Cytosol
ENSG00000151092	protein_coding		Cytoplasm	Cellular component
ENSG00000158292	protein_coding		Cell membrane	Cellular component
ENSG00000162396	protein_coding		Mitochondrion matrix	Cellular component
ENSG00000162396	protein_coding		Mitochondria	Mitochondrion
ENSG00000162396	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000162976	protein_coding		Membrane	Cellular component
ENSG00000162976	protein_coding		Cytosol	Cytosol
ENSG00000164603	protein_coding		Cytosol	Cytosol
ENSG00000164749	protein_coding		Nucleus	Cellular component
ENSG00000164749	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000164749	protein_coding		Cytokinetic bridge	
ENSG00000164749	protein_coding		Cytosol	Cytosol
ENSG00000164749	protein_coding		Mitotic spindle	Spindle
ENSG00000164933	protein_coding		Mitochondrion inner membrane	Cellular component
ENSG00000164933	protein_coding		Mitochondria	Mitochondrion
ENSG00000164933	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000165912	protein_coding		Cytoplasm	Cellular component
ENSG00000165912	protein_coding		Cell membrane	Cellular component
ENSG00000165912	protein_coding		Cytosol	Cytosol
ENSG00000165912	protein_coding		Plasma membrane	Cell membrane
ENSG00000166448	protein_coding		Golgi apparatus membrane	Cellular component
ENSG00000166448	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000166454	protein_coding		Nucleus	Cellular component
ENSG00000166454	protein_coding		Nuclear bodies	Nuclear body
ENSG00000166603	protein_coding		Cell membrane	Cellular component
ENSG00000167315	protein_coding		Mitochondrion	Cellular component
ENSG00000167315	protein_coding		Mitochondria	Mitochondrion
ENSG00000167395	protein_coding		Nucleus	Cellular component
ENSG00000167395	protein_coding		Cytosol	Cytosol
ENSG00000167395	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000167395	protein_coding		Plasma membrane	Cell membrane
ENSG00000168671	protein_coding		Membrane	Cellular component
ENSG00000168671	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000168671	protein_coding		Cytosol	Cytosol
ENSG00000168671	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000169026	protein_coding		Membrane	Cellular component
ENSG00000170298	protein_coding		Cytosol	Cytosol
ENSG00000170345	protein_coding		Nucleus	Cellular component
ENSG00000170345	protein_coding		Endoplasmic reticulum	Cellular component
ENSG00000170345	protein_coding		Cytoplasm	Cellular component
ENSG00000170345	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000170989	protein_coding		Cell membrane	Cellular component
ENSG00000170989	protein_coding		Endosome	Cellular component
ENSG00000170989	protein_coding		Membrane raft	Cellular component
ENSG00000170989	protein_coding		Vesicles	Vesicle
ENSG00000171161	protein_coding		Nucleus	Cellular component
ENSG00000171161	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000172016	protein_coding		Secreted	Cellular component
ENSG00000172016	protein_coding		Cytosol	Cytosol
ENSG00000172016	protein_coding		Predicted to be secreted	
ENSG00000172269	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000173212	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000174007	protein_coding		Cytoplasm	Cellular component
ENSG00000174007	protein_coding		Centrosome	Centrosome
ENSG00000174007	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000175224	protein_coding		Cytoplasm	Cellular component
ENSG00000175224	protein_coding		Preautophagosomal structure	Cellular component
ENSG00000175224	protein_coding		Cytosol	Cytosol
ENSG00000175224	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000175224	protein_coding		Plasma membrane	Cell membrane
ENSG00000175782	protein_coding		Membrane	Cellular component
ENSG00000179639	protein_coding		Cell membrane	Cellular component
ENSG00000179965	protein_coding		Nucleus	Cellular component
ENSG00000179965	protein_coding		Nucleoli	Nucleolus
ENSG00000179965	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000182585	protein_coding		[Isoform 1]: Membrane	Cellular component
ENSG00000182585	protein_coding		[Isoform 2]: Membrane	Cellular component
ENSG00000182585	protein_coding		[Isoform 3]: Secreted	Cellular component
ENSG00000182585	protein_coding		[Isoform 4]: Secreted	Cellular component
ENSG00000182585	protein_coding		[Isoform 5]: Secreted	Cellular component
ENSG00000182585	protein_coding		[Isoform 6]: Secreted	Cellular component
ENSG00000182585	protein_coding		Cytosol	Cytosol
ENSG00000182585	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000182585	protein_coding		Vesicles	Vesicle
ENSG00000182585	protein_coding		Predicted to be secreted	
ENSG00000182944	protein_coding		Nucleus	Cellular component
ENSG00000182944	protein_coding		Cytoplasm	Cellular component
ENSG00000182944	protein_coding		Cell membrane	Cellular component
ENSG00000182944	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000182944	protein_coding		Nucleoli	Nucleolus
ENSG00000183580	protein_coding		Cytoplasm	Cellular component
ENSG00000183632	protein_coding		Cytoplasm	Cellular component
ENSG00000183632	protein_coding		Nucleus	Cellular component
ENSG00000183632	protein_coding		Centriolar satellite	Centriolar satellite
ENSG00000183780	protein_coding		Membrane	Cellular component
ENSG00000183780	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000183780	protein_coding		Nucleoli	Nucleolus
ENSG00000185372	protein_coding		Cell membrane	Cellular component
ENSG00000185633	protein_coding		Mitochondria	Mitochondrion
ENSG00000186280	protein_coding		Nucleus	Cellular component
ENSG00000186280	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000187553	protein_coding		Membrane	Cellular component
ENSG00000187689	protein_coding		Secreted	Cellular component
ENSG00000198171	protein_coding		Endoplasmic reticulum	Cellular component
ENSG00000198171	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000198171	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000198171	protein_coding		Nucleoli	Nucleolus
ENSG00000198736	protein_coding		Cytoplasm	Cellular component
ENSG00000198736	protein_coding		Nucleus	Cellular component
ENSG00000198736	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000203664	transcribed_unprocessed_pseudogene		Cell membrane	Cellular component
ENSG00000204394	protein_coding	['ENSG00000226589', 'ENSG00000231116', 'ENSG00000224264', 'ENSG00000096171']	Cytosol	Cytosol
ENSG00000204961	protein_coding		Cell membrane	Cellular component
ENSG00000205090	protein_coding		Synapse	Cellular component
ENSG00000205090	protein_coding		Cell membrane	Cellular component
ENSG00000213171	protein_coding		Membrane	Cellular component
ENSG00000213171	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000213171	protein_coding		Vesicles	Vesicle
ENSG00000226761	protein_coding	['ENSG00000262525']	Membrane	Cellular component
ENSG00000226761	protein_coding	['ENSG00000262525']	Cell projection	Cellular component
ENSG00000227234	protein_coding		Cytoplasm	Cellular component
ENSG00000227234	protein_coding		Nucleus	Cellular component
ENSG00000227234	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000227234	protein_coding		Vesicles	Vesicle
ENSG00000242259	protein_coding		Synapse	Cellular component
ENSG00000242259	protein_coding		Synaptic cleft	Cellular component
ENSG00000242259	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000243660	protein_coding		Nucleus	Cellular component
ENSG00000243660	protein_coding		Nuclear membrane	Nucleus membrane
ENSG00000243660	protein_coding		Cytosol	Cytosol
ENSG00000243660	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000254221	protein_coding		Cell membrane	Cellular component
ENSG00000254221	protein_coding		Plasma membrane	Cell membrane
ENSG00000254221	protein_coding		Vesicles	Vesicle
ENSG00000254221	protein_coding		Focal adhesion sites	Focal adhesion
ENSG00000254221	protein_coding		Midbody	Midbody
ENSG00000254221	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000257987	protein_coding		Cytoplasm	Cellular component
ENSG00000257987	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000257987	protein_coding		Nuclear bodies	Nuclear body
ENSG00000262980	unprocessed_pseudogene		Cell membrane	Cellular component
ENSG00000273703	protein_coding		Nucleus	Cellular component
ENSG00000273703	protein_coding		Chromosome	Cellular component
ENSG00000273703	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000273703	protein_coding		Cytosol	Cytosol
ENSG00000288460	protein_coding		Membrane	Cellular component
ENSG00000006611	protein_coding		Cytoplasm	Cellular component
ENSG00000006611	protein_coding		Cell projection	Cellular component
ENSG00000006611	protein_coding		Cytosol	Cytosol
ENSG00000007908	protein_coding		Cell membrane	Cellular component
ENSG00000009335	protein_coding		Mitochondria	Mitochondrion
ENSG00000009335	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000009335	protein_coding		Plasma membrane	Cell membrane
ENSG00000011638	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000011638	protein_coding		Lipid droplet	Cellular component
ENSG00000011638	protein_coding		Vesicles	Vesicle
ENSG00000013810	protein_coding		Cytoplasm	Cellular component
ENSG00000013810	protein_coding		Centriolar satellite	Centriolar satellite
ENSG00000013810	protein_coding		Cytosol	Cytosol
ENSG00000013810	protein_coding		Mitotic spindle	Spindle
ENSG00000013810	protein_coding		Vesicles	Vesicle
ENSG00000014641	protein_coding		Cytoplasm	Cellular component
ENSG00000014641	protein_coding		Centrosome	Centrosome
ENSG00000014641	protein_coding		Cytosol	Cytosol
ENSG00000054267	protein_coding		Nucleus	Cellular component
ENSG00000054267	protein_coding		Cytoplasm	Cellular component
ENSG00000054267	protein_coding		Cytosol	Cytosol
ENSG00000054267	protein_coding		Mitochondria	Mitochondrion
ENSG00000054267	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000054690	protein_coding		Centrosome	Centrosome
ENSG00000055732	protein_coding		Cell membrane	Cellular component
ENSG00000055732	protein_coding		Early endosome membrane	Cellular component
ENSG00000055732	protein_coding		Late endosome membrane	Cellular component
ENSG00000055732	protein_coding		Lysosome membrane	Cellular component
ENSG00000055732	protein_coding		Cytoplasmic vesicle	Cellular component
ENSG00000055732	protein_coding		Cytosol	Cytosol
ENSG00000055732	protein_coding		Nucleoli	Nucleolus
ENSG00000073969	protein_coding	['ENSG00000276262', 'ENSG00000278174']	Cytoplasm	Cellular component
ENSG00000073969	protein_coding	['ENSG00000276262', 'ENSG00000278174']	Cytosol	Cytosol
ENSG00000073969	protein_coding	['ENSG00000276262', 'ENSG00000278174']	Golgi apparatus	Golgi apparatus
ENSG00000085872	protein_coding		Cytoplasm	Cellular component
ENSG00000085872	protein_coding		Endoplasmic reticulum	Cellular component
ENSG00000092200	protein_coding		Cell projection	Cellular component
ENSG00000099800	protein_coding		Mitochondrion inner membrane	Cellular component
ENSG00000099800	protein_coding		Mitochondria	Mitochondrion
ENSG00000099800	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000100030	protein_coding		Cytoplasm	Cellular component
ENSG00000100030	protein_coding		Nucleus	Cellular component
ENSG00000100030	protein_coding		Membrane	Cellular component
ENSG00000100030	protein_coding		Cell junction	Cellular component
ENSG00000100030	protein_coding		Cytosol	Cytosol
ENSG00000100030	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000101000	protein_coding		Membrane	Cellular component
ENSG00000102053	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000102053	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000102984	protein_coding		Nucleus	Cellular component
ENSG00000102984	protein_coding		Nuclear speckles	Nucleus speckle
ENSG00000102984	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000104365	protein_coding		Cytoplasm	Cellular component
ENSG00000104365	protein_coding		Nucleus	Cellular component
ENSG00000104365	protein_coding		Membrane raft	Cellular component
ENSG00000104365	protein_coding		Cytosol	Cytosol
ENSG00000105483	protein_coding		Cytoplasm	Cellular component
ENSG00000105483	protein_coding		Nucleus	Cellular component
ENSG00000105483	protein_coding		[Caspase recruitment domain-containing protein 8, C-terminus]: Inflammasome	Cellular component
ENSG00000105483	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000105967	protein_coding		Nucleus	Cellular component
ENSG00000105967	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000105967	protein_coding		Cytosol	Cytosol
ENSG00000106477	protein_coding		Cytoplasm	Cellular component
ENSG00000106477	protein_coding		Cell projection	Cellular component
ENSG00000113391	protein_coding		Nucleus	Cellular component
ENSG00000113391	protein_coding		Cytoplasm	Cellular component
ENSG00000113391	protein_coding		Endoplasmic reticulum	Cellular component
ENSG00000113391	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000113391	protein_coding		Cytosol	Cytosol
ENSG00000113905	protein_coding		Secreted	Cellular component
ENSG00000116237	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000123219	protein_coding		Nucleus	Cellular component
ENSG00000123219	protein_coding		Chromosome	Cellular component
ENSG00000124440	protein_coding		Nucleus	Cellular component
ENSG00000124440	protein_coding		Cytoplasm	Cellular component
ENSG00000124440	protein_coding		Nucleus speckle	Cellular component
ENSG00000124440	protein_coding		Mitochondrion	Cellular component
ENSG00000124440	protein_coding		Cytosol	Cytosol
ENSG00000124440	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000124440	protein_coding		Plasma membrane	Cell membrane
ENSG00000127947	protein_coding		Cytoplasm	Cellular component
ENSG00000127947	protein_coding		Cell junction	Cellular component
ENSG00000127947	protein_coding		Cell projection	Cellular component
ENSG00000127947	protein_coding		Cytosol	Cytosol
ENSG00000127947	protein_coding		Plasma membrane	Cell membrane
ENSG00000128159	protein_coding		Cytoplasm	Cellular component
ENSG00000131153	protein_coding		Nucleus	Cellular component
ENSG00000131153	protein_coding		Chromosome	Cellular component
ENSG00000131153	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000134779	protein_coding		Cytoplasm	Cellular component
ENSG00000137411	protein_coding	['ENSG00000223494']	Mitochondrion	Cellular component
ENSG00000137411	protein_coding	['ENSG00000223494']	Mitochondria	Mitochondrion
ENSG00000138448	protein_coding		Cell membrane	Cellular component
ENSG00000138448	protein_coding		Cell junction	Cellular component
ENSG00000138448	protein_coding		Cytosol	Cytosol
ENSG00000138448	protein_coding		Focal adhesion sites	Focal adhesion
ENSG00000139631	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000139631	protein_coding		Plasma membrane	Cell membrane
ENSG00000139631	protein_coding		Vesicles	Vesicle
ENSG00000146233	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000147454	protein_coding		Mitochondrion inner membrane	Cellular component
ENSG00000147454	protein_coding		Mitochondria	Mitochondrion
ENSG00000147454	protein_coding		Cytosol	Cytosol
ENSG00000153066	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000153066	protein_coding		Cytosol	Cytosol
ENSG00000153066	protein_coding		Plasma membrane	Cell membrane
ENSG00000153563	protein_coding		[Isoform 1]: Cell membrane	Cellular component
ENSG00000153563	protein_coding		[Isoform 2]: Secreted	Cellular component
ENSG00000153563	protein_coding		Plasma membrane	Cell membrane
ENSG00000154764	protein_coding		Secreted	Cellular component
ENSG00000157064	protein_coding		Golgi apparatus membrane	Cellular component
ENSG00000157064	protein_coding		Cytoplasmic vesicle membrane	Cellular component
ENSG00000157064	protein_coding		Cytoplasm	Cellular component
ENSG00000157064	protein_coding		Cell projection	Cellular component
ENSG00000157064	protein_coding		Cytosol	Cytosol
ENSG00000158710	protein_coding		Cytosol	Cytosol
ENSG00000158710	protein_coding		Actin filaments	Cytoskeleton
ENSG00000160683	protein_coding		Cell membrane	Cellular component
ENSG00000160856	protein_coding		Cell membrane	Cellular component
ENSG00000160856	protein_coding		Cell projection	Cellular component
ENSG00000162413	protein_coding		Cytoplasm	Cellular component
ENSG00000162413	protein_coding		Centrosome	Centrosome
ENSG00000162951	protein_coding		Cell membrane	Cellular component
ENSG00000162951	protein_coding		Postsynaptic cell membrane	Cellular component
ENSG00000162951	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000163468	protein_coding		Cytoplasm	Cellular component
ENSG00000163468	protein_coding		Cytosol	Cytosol
ENSG00000163468	protein_coding		Plasma membrane	Cell membrane
ENSG00000164010	protein_coding		Cell membrane	Cellular component
ENSG00000164010	protein_coding		Cytoplasm	Cellular component
ENSG00000164010	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000164010	protein_coding		Cytosol	Cytosol
ENSG00000164307	protein_coding		Endoplasmic reticulum membrane	Cellular component
ENSG00000164307	protein_coding		Cytosol	Cytosol
ENSG00000164307	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000164307	protein_coding		Plasma membrane	Cell membrane
ENSG00000164307	protein_coding		Predicted to be secreted	
ENSG00000164761	protein_coding		Secreted	Cellular component
ENSG00000164761	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000164761	protein_coding		Nucleoli	Nucleolus
ENSG00000164761	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000164761	protein_coding		Predicted to be secreted	
ENSG00000166266	protein_coding		Nucleus	Cellular component
ENSG00000166266	protein_coding		Cytosol	Cytosol
ENSG00000166266	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000166930	protein_coding		Membrane	Cellular component
ENSG00000167553	protein_coding		Cytoplasm	Cellular component
ENSG00000167553	protein_coding		Microtubules	Cytoskeleton
ENSG00000169403	protein_coding		Cell membrane	Cellular component
ENSG00000169403	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000169403	protein_coding		Vesicles	Vesicle
ENSG00000169403	protein_coding		Plasma membrane	Cell membrane
ENSG00000169629	protein_coding		Nuclear membrane	Nucleus membrane
ENSG00000169629	protein_coding		Vesicles	Vesicle
ENSG00000172346	protein_coding		Nucleus	Cellular component
ENSG00000172346	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000172346	protein_coding		Cytosol	Cytosol
ENSG00000173557	protein_coding		Cytoplasm	Cellular component
ENSG00000173557	protein_coding		Nuclear membrane	Nucleus membrane
ENSG00000173557	protein_coding		Vesicles	Vesicle
ENSG00000174808	protein_coding		[Betacellulin]: Secreted	Cellular component
ENSG00000174808	protein_coding		[Probetacellulin]: Cell membrane	Cellular component
ENSG00000175701	protein_coding		Mitochondrion inner membrane	Cellular component
ENSG00000175745	protein_coding		Nucleus	Cellular component
ENSG00000175745	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000175745	protein_coding		Cytosol	Cytosol
ENSG00000176204	protein_coding		Cell membrane	Cellular component
ENSG00000176204	protein_coding		Postsynaptic cell membrane	Cellular component
ENSG00000176853	protein_coding		Golgi apparatus	Cellular component
ENSG00000176853	protein_coding		Cytoplasmic vesicle	Cellular component
ENSG00000176853	protein_coding		Microtubules	Cytoskeleton
ENSG00000176853	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000176979	protein_coding		Nucleoli	Nucleolus
ENSG00000176979	protein_coding		Cytosol	Cytosol
ENSG00000176979	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000177951	protein_coding		Golgi apparatus membrane	Cellular component
ENSG00000177951	protein_coding		Golgi apparatus	Cellular component
ENSG00000177951	protein_coding		Golgi apparatus	Golgi apparatus
ENSG00000177951	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000178149	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000178149	protein_coding		Cytosol	Cytosol
ENSG00000178149	protein_coding		Nuclear bodies	Nuclear body
ENSG00000178860	protein_coding		Nucleus	Cellular component
ENSG00000178860	protein_coding		Nucleoplasm	Nucleoplasm
ENSG00000179846	protein_coding		Membrane	Cellular component
ENSG00000181733	protein_coding		Cell membrane	Cellular component
ENSG00000182544	protein_coding		Cell membrane	Cellular component
ENSG00000183034	protein_coding		Cell membrane	Cellular component
ENSG00000183034	protein_coding		Plasma membrane	Cell membrane
ENSG00000185803	protein_coding		Cell membrane	Cellular component
ENSG00000186329	protein_coding		Membrane	Cellular component
ENSG00000186329	protein_coding		Endoplasmic reticulum	Endoplasmic reticulum
ENSG00000186329	protein_coding		Nucleoli fibrillar center	Nucleolus fibrillar center
ENSG00000187559	protein_coding		Nucleus	Cellular component
